"NODE_ID","NODE_TYPE","LOCATION_TYPE","LOCATED_MIDPOINT","COMPLEX_INT_NO","AMG_X","AMG_Y","ROAD_NAME_1","ROAD_TYPE_1","ROAD_DESC_1","ROAD_ROUTE_1","ROAD_NAME_2","ROAD_TYPE_2","ROAD_DESC_2","ROAD_NAME_3","ROAD_TYPE_3","ROAD_DESC_3","DISTANCE_LOCATION","DIRECTION_LOCATION","NEAREST_KM_POST","OFF_ROAD_LOCATION","DIRECTORY","EDITION","PAGE","GRID_REFERENCE_X","GRID_REFERENCE_Y","LGA_NAME","REGION_NAME","UNKNOWN"
238086,"N","N","N",0,669393.457183719,5799511.74988844,"MAFFRA-NEWRY","ROAD","",171515,"WRIGHTS","LANE","","HARPERS","ROAD","",645,"SE",0,"","VCD","ED7","82","G","8","WELLINGTON","EASTERN REGION",0
238095,"N","N","N",0,496047.618957641,5812473.89161312,"COLLINS","STREET","",125030,"KING","STREET","","","","",20,"W",0,"","MEL","ED35","2F","B","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238118,"N","N","N",0,675149.524761754,5931555.01465028,"WILLS","STREET","",258685,"BUTLER","COURT","","","","",50,"N",0,"","VCD","ED7","661","P","3","ALPINE","NORTH EASTERN REGION",0
238156,"I","I","N",0,497524.515223822,5810772.42971193,"ST KILDA","ROAD","(R-SERVICE-RD)",5882,"ALBERT","ROAD","","","","",0,"",0,"","MEL","ED35","2K","J","2","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
238168,"N","N","N",0,496157.429455812,5814652.40265397,"ROYAL","PARADE","",5979,"UNNAMED","","","STORY","STREET","",26,"N",0,"","MEL","ED35","2B","B","7","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238174,"U","N","N",0,0,0,"BRIDGE","ROAD","",,"","","","","","",99999,"NK",,"","","","","","","YARRA","METROPOLITAN NORTH WEST REGION",0
238178,"N","N","N",0,496933.553052778,5812813.79272549,"SWANSTON","STREET","",213248,"COLLINS","STREET","","","","",16,"N",0,"","MEL","ED35","2F","F","4","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238179,"I","I","N",0,505586.869666294,5803565.19679157,"MURRUMBEENA","ROAD","",5301,"WOORNACK","ROAD","","","","",0,"",0,"","MEL","ED35","69","A","7","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
238187,"N","N","N",0,496310.473060542,5816233.73931033,"ROYAL","PARADE","",5979,"UNNAMED","","","IEVERS","STREET","",20,"N",0,"","MEL","ED35","29","G","12","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238193,"N","N","N",0,497091.629670788,5812379.90951423,"ST KILDA","ROAD","",209936,"ST KILDA","ROAD","","FLINDERS","STREET","",186,"N",0,"","MEL","ED35","2F","G","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238195,"N","N","N",0,688822.728830101,5765751.83447762,"GARRETTS","ROAD","",5918,"CRUDE CENTRE","ROAD","","","","",613,"W",0,"","VCD","ED7","99","D","5","WELLINGTON","EASTERN REGION",0
238201,"N","N","N",0,493874.178003329,5813489.43966204,"DOCKLANDS","HIGHWAY","(R)",2120,"WESTERN LINK TOLLWAY","","(A-  29990603)","APPLETON DOCK","ROAD","",25,"W",0,"","MEL","ED35","2E","A","1","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238208,"N","N","N",0,500298.341821152,5812985.60440599,"JOHNSON","STREET","",159426,"LAITY","STREET","","BUCKINGHAM","STREET","",22,"S",0,"1;;29;;","MEL","ED35","2H","D","3","YARRA","METROPOLITAN NORTH WEST REGION",0
238211,"N","N","N",0,494890.011059629,5815689.51772535,"ELLIOT","AVENUE","",5069,"SOUTHGATE","STREET","","","","",74,"E",0,"","MEL","ED35","2A","F","2","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238214,"N","N","N",0,506672.167626853,5806351.88310371,"ASHBURN","GROVE","",104720,"CLIFFORD","CLOSE","","","","",30,"NE",0,"","MEL","ED35","60","C","12","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
238230,"I","I","N",0,505832.256267206,5814356.20160907,"BELMORE","ROAD","",5964,"PAISLEY","STREET","","","","",0,"",0,"","MEL","ED35","46","A","5","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
238233,"N","N","N",0,499756.852498012,5812462.18377738,"BRIDGE","ROAD","",5285,"EUCALYPTUS","STREET","","CHURCH","STREET","",35,"E",40,"","MEL","ED35","2H","A","6","YARRA","METROPOLITAN NORTH WEST REGION",0
238278,"O","N","N",0,492911.282280509,5749562.19065743,"PENINSULA SANDS","BOULEVARD","",0,"BLACKBERRY","CRESCENT","","","","",400,"E",0,"","MEL","ED35","170","H","8","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
238293,"I","N","N",0,492203.471416496,5816895.25930014,"EPSOM","ROAD","",5602,"PYNOR","AVENUE","","","","",0,"",0,"","MEL","ED35","28","F","10","MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",0
238307,"I","I","N",0,492748.772015104,5814822.38096937,"BALMER","STREET","",106551,"HOBSONS","ROAD","","","","",0,"",0,"","MEL","ED35","2T","E","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238316,"N","N","N",0,499439.794580381,5809760.91283538,"CHAPEL","STREET","",121444,"FITZGERALD","STREET","","","","",17,"S",0,"","MEL","ED35","2L","J","7","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
238374,"N","N","N",0,496897.633854011,5809374.56452525,"AUGHTIE","DRIVE","",105195,"UNNAMED","","","ALBERT ROAD","DRIVE","",339,"NW",0,"","MEL","ED35","2K","F","9","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
238376,"N","N","N",0,502878.771097881,5799776.54187451,"NEPEAN","HIGHWAY","(R)",2660,"SOUTH","ROAD","","ROBERTS","COURT","",35,"NW",0,"","MEL","ED35","77","D","4","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
238386,"N","N","N",0,442250.92772937,5770285.67968128,"SURFCOAST","HIGHWAY","(R)",2190,"CHURCH","STREET","","MARSHALLTOWN","ROAD","",31,"N",0,"","MEL","ED35","465","H","5","GEELONG","SOUTH WESTERN REGION",0
238408,"N","N","N",0,496649.725049896,5809942.13868485,"AUGHTIE","DRIVE","",105195,"ALBERT ROAD","DRIVE","","","","",157,"S",0,"","MEL","ED35","2K","E","6","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
238424,"N","N","N",0,497975.483106879,5811952.04605818,"BATMAN AVENUE TOLLWAY","","",2997,"YARRA BANK","HIGHWAY","","TENNIS CENTRE ACCESS","ROAD","",30,"NW",0,"","MEL","ED35","2G","B","8","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238429,"N","N","N",0,511844.626200159,5801680.17062363,"WELLINGTON","ROAD","",2290,"EAST RING","ROAD","","UNNAMED","","",142,"E",0,"","MEL","ED35","70","G","12","MONASH","METROPOLITAN SOUTH EAST REGION",0
238437,"I","I","N",0,472788.01577611,5838909.25582193,"CHARTER","ROAD","",121810,"WILSONS","LANE","","","","",0,"",0,"","MEL","ED35","381","F","4","HUME","METROPOLITAN NORTH WEST REGION",0
238457,"N","N","N",0,513002.394899718,5877535.71677622,"BROADFORD-FLOWERDALE","ROAD","",5514,"REEDY CREEK","ROAD","","","","",1464,"SE",10,"","VCD","ED7","61","D","5","MITCHELL","NORTHERN REGION",0
238467,"N","N","N",0,496992.124700686,5818021.63553304,"GEORGE","STREET","",143949,"RICHARDSON","STREET","","VICTORIA","STREET","",41,"N",0,"","MEL","ED35","29","J","8","MORELAND","METROPOLITAN NORTH WEST REGION",0
238474,"I","I","N",0,495733.032980386,5817622.82213864,"BARRY","STREET","",107734,"COLLIER","CRESCENT","","","","",0,"",0,"","MEL","ED35","29","E","9","MORELAND","METROPOLITAN NORTH WEST REGION",0
238507,"I","I","N",0,511217.37643799,5779958.19156709,"ELSIE","AVENUE","",136751,"MAHONEY","CRESCENT","","","","",0,"",0,"","MEL","ED35","99","E","5","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
238529,"N","N","N",0,518645.193489034,5740836.44784038,"VENTNOR","ROAD","",4029,"JUSTICE","ROAD","","ANDERSON","ROAD","",371,"E",0,"","VCD","ED7","716","D","5","BASS COAST","EASTERN REGION",0
238537,"N","N","N",0,503599.074108711,5805882.75906061,"NORMANBY","ROAD","",185539,"STATION","STREET","","DERBY","CRESCENT","",38,"SE",0,"","MEL","ED35","68","E","1","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
238548,"N","N","N",0,510537.700415353,5801871.0672095,"NORTH ROAD","HIGHWAY","(R)",2060,"DONCASTER-MORDIALLOC","ROAD","","MADELEINE","ROAD","",75,"W",0,"","MEL","ED35","70","C","11","MONASH","METROPOLITAN SOUTH EAST REGION",0
238583,"I","I","N",0,497757.376519086,5813583.27990912,"VICTORIA","PARADE","(R)",5083,"GISBORNE","STREET","","","","",0,"",0,"","MEL","ED35","2B","K","12","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238591,"N","N","N",0,498210.180284071,5808845.5772214,"ST KILDA","ROAD","",5882,"ST KILDA","ROAD","","HIGH","STREET","",87,"N",0,"","MEL","ED35","2L","C","12","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
238606,"N","N","N",0,498620.874412742,5813337.33717852,"ALBERT","STREET","",101417,"GOTCH","LANE","","","","",11,"E",0,"","MEL","ED35","2G","E","2","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238613,"I","N","N",8309,482426.661547967,5820663.74278341,"MAIN","ROAD","",5502,"ST ALBANS","SQUARE","","","","",0,"",0,";;;E;","MEL","ED35","26","A","1","BRIMBANK","METROPOLITAN NORTH WEST REGION",0
238616,"N","N","N",0,496992.385804147,5812651.33027897,"SWANSTON","STREET","",213248,"FLINDERS","LANE","","","","",40,"S",0,"","MEL","ED35","2F","G","5","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238622,"N","N","N",0,515975.242860387,5796521.57428736,"ELLENDALE","ROAD","",136336,"LODGE","STREET","","CARPENTER","STREET","",71,"N",0,"","MEL","ED35","80","G","12","DANDENONG","METROPOLITAN SOUTH EAST REGION",0
238623,"N","N","N",0,498551.835203847,5805226.33990306,"ORMOND","ROAD","",188459,"BENDIGO","AVENUE","","","","",25,"SE",0,"","MEL","ED35","67","C","3","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
238647,"N","N","N",0,496534.437774972,5813145.22405673,"LONSDALE","STREET","",169619,"ELIZABETH","STREET","","NIAGARA","LANE","",29,"W",0,"","MEL","ED35","2F","D","3","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238651,"N","N","N",0,496633.998364121,5809233.07057139,"CANTERBURY","ROAD","",5131,"HAROLD","STREET","","","","",83,"SE",0,"","MEL","ED35","2K","E","10","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
238668,"I","I","N",0,505624.039849697,5802887.7574902,"CROSBIE","ROAD","",127963,"KINLOCK","AVENUE","","","","",0,"",0,"","MEL","ED35","69","A","9","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
238679,"N","N","N",0,462700.394471728,5827358.67208215,"MELTON MAIN","ROAD","",5048,"MELTON MAIN","ROAD","","MELTON MAIN","ROAD","",22,"E",0,"","MEL","ED35","337","A","9","MELTON","METROPOLITAN NORTH WEST REGION",0
238686,"N","N","N",0,443303.601124453,5775460.06886629,"MYERS","STREET","",183059,"FENWICK","STREET","","WELLWOOD","TERRACE","",59,"E",0,"1;;28;;","MEL","ED35","401","E","5","GEELONG","SOUTH WESTERN REGION",0
238692,"N","N","N",0,497778.256162028,5810338.47866642,"ST KILDA","ROAD","",5882,"TOORAK","ROAD WEST","(R)","ARTHUR","STREET","",80,"S",0,"","MEL","ED35","2L","A","4","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238719,"N","N","N",0,497984.246350245,5807776.77287664,"GREY","STREET","",148186,"DALGETY","STREET","","","","",20,"NW",0,"","MEL","ED35","2P","B","5","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
238746,"N","N","N",0,497994.83159954,5814748.74683295,"BRUNSWICK","STREET","",115839,"ARGYLE","STREET","","JOHNSTON","STREET","",44,"S",0,"","MEL","ED35","2C","B","7","YARRA","METROPOLITAN NORTH WEST REGION",0
238752,"N","N","N",0,499515.614905339,5810235.89043207,"CHAPEL","STREET","",5490,"ALMEIDA","CRESCENT","","TOORAK","ROAD","",10,"S",0,"","MEL","ED35","2L","K","5","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
238756,"N","N","N",0,499396.963079403,5812515.90486197,"BRIDGE","ROAD","",5285,"LENNOX","STREET","","","","",15,"W",0,"","MEL","ED35","2G","J","6","YARRA","METROPOLITAN NORTH WEST REGION",0
238759,"N","N","N",0,502513.785172364,5813726.04656603,"HIGH","STREET","",5721,"BROUGHAM","STREET","","STUDLEY PARK","ROAD","",15,"SW",0,"","MEL","ED35","45","C","6","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
238768,"N","N","N",0,513040.349644778,5808689.77345494,"BURWOOD","HIGHWAY","(R)",2750,"HOLLAND","ROAD","","BLACKBURN","ROAD","",69,"E",0,"","MEL","ED35","61","K","6","WHITEHORSE","METROPOLITAN SOUTH EAST REGION",0
238777,"N","N","N",0,491641.09686762,5807444.33970815,"NELSON","PLACE","",183962,"THOMPSON","STREET","","ANN","STREET","",86,"SE",0,"","MEL","ED35","56","E","10","HOBSONS BAY","METROPOLITAN NORTH WEST REGION",0
238787,"N","N","N",0,496561.086280799,5815412.76997592,"COLLEGE","CRESCENT","",5079,"MORRISON","CLOSE","","UNNAMED","","",24,"E",0,"","MEL","ED35","2B","D","3","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238794,"N","N","N",0,472085.911268808,5807505.10743663,"HOGANS","ROAD","",154201,"MELTON-WERRIBEE","ROAD","","BETHANY","ROAD","",122,"W",0,"","MEL","ED35","202","E","9","WYNDHAM","METROPOLITAN NORTH WEST REGION",0
238811,"N","N","N",0,498759.01448149,5801614.91782173,"BEACH","ROAD","",5840,"WELLINGTON","STREET","","KEITH","COURT","",63,"S",0,"","MEL","ED35","67","C","12","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
238848,"N","N","N",0,499255.548757662,5814446.59971766,"HODDLE","HIGHWAY","",2080,"STAFFORD","STREET","","","","",6,"S",0,"","MEL","ED35","2C","H","8","YARRA","METROPOLITAN NORTH WEST REGION",0
238875,"N","N","N",0,503757.702566773,5811199.96401622,"RIVERSDALE","ROAD","",5292,"AUBURN","ROAD","","","","",29,"E",0,"","MEL","ED35","45","F","12","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
238881,"N","N","N",0,495060.6253322,5812802.67365957,"HARBOUR","ESPLANADE","",150045,"CENTRAL PIER","","","LA TROBE","STREET","",45,"N",0,"","MEL","ED35","2E","G","4","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238885,"N","N","N",0,460150.43367969,5810470.85755131,"BACCHUS MARSH-WERRIBEE","ROAD","",5588,"RIPLEY","ROAD","","","","",599,"SE",0,"","VCD","ED7","78","A","7","WYNDHAM","METROPOLITAN NORTH WEST REGION",0
238889,"N","N","N",0,508435.212760742,5803900.82756887,"PRINCES","HIGHWAY EAST","",2510,"FERNTREE GULLY","ROAD","","CLYDE","STREET","",100,"NW",0,"","MEL","ED35","69","H","6","MONASH","METROPOLITAN SOUTH EAST REGION",0
238926,"N","N","N",0,496463.747798397,5813366.36173375,"LA TROBE","STREET","",164419,"UNNAMED","","","","","",19,"E",0,"","MEL","ED35","2F","D","1","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
238941,"N","N","N",0,523815.739047937,5788878.90481546,"LAUREN","DRIVE","",166048,"KONG","COURT","","TARELLA","STREET","",43,"W",0,"","MEL","ED35","96","G","7","CASEY","METROPOLITAN SOUTH EAST REGION",0
238973,"N","N","N",0,483790.283675277,5818132.16494221,"ST ALBANS","ROAD","",5508,"GILMOUR","ROAD","","FURLONG","ROAD","",781,"NW",0,"","MEL","ED35","26","E","7","BRIMBANK","METROPOLITAN NORTH WEST REGION",0
238977,"N","N","N",0,439915.5468848,5774391.2580158,"CHALLAMBRA","CRESCENT","",121216,"CULZEAN","CRESCENT","","","","",50,"W",0,"","MEL","ED35","451","B","7","GEELONG","SOUTH WESTERN REGION",0
238987,"I","I","N",0,482417.97184021,5823146.71216147,"ADLER","COURT","",100797,"COPERNICUS","WAY","","","","",0,"",0,"","MEL","ED35","14","A","7","BRIMBANK","METROPOLITAN NORTH WEST REGION",0
238995,"N","N","N",0,530981.466553609,5812862.93936583,"MOUNT DANDENONG","ROAD","",4991,"SHEFFIELD","ROAD","","","","",70,"E",0,"","MEL","ED35","52","F","8","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
239002,"N","N","N",0,499446.908469593,5809805.21035312,"CHAPEL","STREET","",121444,"FITZGERALD","STREET","","ARTHUR","STREET","",27,"N",0,"1;;500;;","MEL","ED35","2L","J","7","STONNINGTON","METROPOLITAN SOUTH EAST REGION",0
239009,"N","N","N",0,497969.734585314,5814564.9186471,"BRUNSWICK","STREET","",115839,"GREEVES","STREET","","VICTORIA","STREET","",26,"N",0,"","MEL","ED35","2C","B","8","YARRA","METROPOLITAN NORTH WEST REGION",0
239014,"N","N","N",0,505176.69678111,5794581.96239163,"COLLINS","STREET","",125038,"ELIZABETH","STREET","","SHEARMAN","CRESCENT","",108,"W",0,"","MEL","ED35","86","K","5","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
239070,"N","N","N",0,514508.639915452,5794947.29617819,"MOODEMERE","STREET","",180331,"CORRIGAN","ROAD","","","","",20,"E",0,"","MEL","ED35","89","C","4","DANDENONG","METROPOLITAN SOUTH EAST REGION",0
239075,"N","N","N",0,497260.042878878,5813411.81345426,"LONSDALE","STREET","",169619,"EXHIBITION","STREET","","","","",50,"E",0,"","MEL","ED35","2F","H","1","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
239108,"N","N","N",0,667821.650518033,5998583.91338523,"LEISURE CENTRE","DRIVE","",166916,"BROCKLEY","STREET","","","","",70,"W",0,"","VCD","ED7","652","J","7","WODONGA","NORTH EASTERN REGION",0
239133,"I","I","N",0,443226.922982201,5777097.18213839,"STRADLING","AVENUE","",211721,"TOORAK","PARADE","","","","",0,"",0,"","MEL","ED35","442","A","12","GEELONG","SOUTH WESTERN REGION",0
239167,"N","N","N",0,397555.633431974,5842172.99699186,"WENDOUREE","PARADE","",256517,"MARTIN","AVENUE","","HADDON","STREET","",51,"E",0,"","VCD","ED7","566","A","4","BALLARAT","WESTERN REGION",0
239169,"N","N","N",0,667075.576391385,5997041.69055682,"BARTON","STREET","",107845,"SERVICE","COURT","","","","",61,"SE",0,"","VCD","ED7","652","G","10","WODONGA","NORTH EASTERN REGION",0
239171,"N","N","N",0,500943.89055277,5795779.72263583,"BEACH","ROAD","",5840,"BAYVIEW","CRESCENT","","UNNAMED","","",46,"S",0,"","MEL","ED35","85","J","2","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
239181,"N","N","N",0,501506.447439101,5815825.52196806,"YARRA","BOULEVARD","",4036,"WILTSHIRE","DRIVE","","CHANDLER","HIGHWAY","",722,"N",0,"","MEL","ED35","2D","K","1","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
239182,"N","N","N",0,505744.204216971,5813288.9055798,"WHITEHORSE","ROAD","",5996,"MEADOW","GROVE","","","","",20,"W",0,"","MEL","ED35","46","A","7","BOROONDARA","METROPOLITAN SOUTH EAST REGION",0
239218,"I","N","N",0,501396.387075099,5763124.31958361,"MORNINGTON-DROMANA","ROAD","",5756,"UNNAMED","","","","","",0,"",0,"15;;508;;","MEL","ED35","144","K","11","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
239220,"I","I","N",0,282781.398828849,5747681.02963975,"ABERLINE","ROAD","",100303,"DALES","ROAD","","","","",0,"",0,"","VCD","ED7","515","Q","6","WARRNAMBOOL","SOUTH WESTERN REGION",0
239223,"N","N","N",0,483919.502391363,5806493.83624801,"CORREA","STREET","",126600,"QUEEN","STREET","","","","",34,"S",0,"","MEL","ED35","54","E","12","HOBSONS BAY","METROPOLITAN NORTH WEST REGION",0
239227,"N","N","N",0,513035.656330965,5810956.37498318,"CANTERBURY","ROAD","",5802,"LAWRENCE","STREET","","","","",46,"E",0,"","MEL","ED35","61","K","1","WHITEHORSE","METROPOLITAN SOUTH EAST REGION",0
239233,"I","I","N",0,502650.017110108,5803696.24730374,"NARRAWONG","ROAD","",183568,"TREVASCUS","STREET","","","","",0,"",0,"","MEL","ED35","68","C","7","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
239234,"N","N","N",0,512728.755926578,5823208.54932104,"ELTHAM-YARRA GLEN","ROAD","",5790,"FRANKLIN","STREET","","","","",11,"N",0,"","MEL","ED35","21","J","7","NILLUMBIK","METROPOLITAN NORTH WEST REGION",0
239245,"I","I","N",0,506133.019610799,5804294.84925559,"BUTE","STREET","",117258,"RAILWAY","PARADE","","","","",0,"",0,"","MEL","ED35","69","B","5","GLEN EIRA","METROPOLITAN SOUTH EAST REGION",0
239246,"N","N","N",0,513550.972825004,5794573.56517437,"PATERSON","ROAD","",190721,"GWENT","STREET","","","","",13,"E",0,"","MEL","ED35","89","A","5","DANDENONG","METROPOLITAN SOUTH EAST REGION",0
239254,"N","N","N",0,503322.163889977,5792930.96932652,"BEACH","ROAD","",5840,"SPARKS","STREET","","","","",50,"SW",0,"","MEL","ED35","86","E","9","BAYSIDE","METROPOLITAN SOUTH EAST REGION",0
239263,"U","N","N",0,0,0,"HOPKINS","STREET","",,"","","","","","",99999,"NK",,"","","","","","","MARIBYRNONG","METROPOLITAN NORTH WEST REGION",0
239268,"N","N","N",0,507360.252047441,5791810.30491744,"NEPEAN","HIGHWAY","",2660,"HIGH","STREET","","NEPEAN","HIGHWAY","",44,"S",0,"","MEL","ED35","87","E","12","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
239271,"N","N","N",0,495435.0296957,5814081.34784037,"ERROL","STREET","",137492,"RAGLAN","STREET","","GEORGE JOHNSON","LANE","",38,"N",0,"","MEL","ED35","2A","J","10","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
239275,"I","N","N",0,469340.565088082,5804580.41394411,"SHAWS","ROAD","",205972,"UNNAMED","","","","","",0,"",0,"","MEL","ED35","205","H","5","WYNDHAM","METROPOLITAN NORTH WEST REGION",0
239282,"N","N","N",0,489752.17841062,5751489.98206591,"ILLAROO","STREET","",156590,"KOLINDA","CRESCENT","","","","",44,"N",0,"","MEL","ED35","169","K","3","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
239301,"I","I","N",0,478580.942030152,5803762.07460452,"SANCTUARY LAKES","BOULEVARD","",203283,"SANCTUARY LAKES NORTH","BOULEVARD","","","","",0,"",0,"","MEL","ED35","208","A","7","WYNDHAM","METROPOLITAN NORTH WEST REGION",0
239330,"N","N","N",0,461369.019646157,5829485.42847001,"CAITLYN","DRIVE","",117788,"CAITLYN","DRIVE","","ROSLYN PARK","DRIVE","",16,"N",0,";;79;;","MEL","ED35","336","G","3","MELTON","METROPOLITAN NORTH WEST REGION",0
239335,"I","I","N",0,516207.026786734,5762879.77291869,"BANKSIA","CRESCENT","",106892,"KATHLEEN","CRESCENT","","","","",0,"",0,"","MEL","ED35","148","H","11","MORNINGTON PENINSULA","METROPOLITAN SOUTH EAST REGION",0
239348,"N","N","N",0,291001.446246182,5909143.10099136,"STAWELL-WARRACKNABEAL","ROAD","",5272,"FITZGERALD","ROAD","","HARVEY","ROAD","",413,"S",0,"","VCD","ED7","41","C","8","NORTHERN GRAMPIANS","WESTERN REGION",0
239350,"N","N","N",0,442750.014843278,5776472.99368132,"PAKINGTON","STREET","",189341,"ALBERT","STREET","","","","",20,"S",0,"","MEL","ED35","451","J","2","GEELONG","SOUTH WESTERN REGION",0
239351,"I","I","N",0,439603.451750552,5775082.93583591,"QUEENS PARK","ROAD","",5895,"HIGHETT","ROAD","","","","",0,"",0,"","MEL","ED35","451","A","5","GEELONG","SOUTH WESTERN REGION",0
239352,"N","N","N",0,494057.574239458,5815087.64817057,"MACAULAY","ROAD","",171013,"ALBERMARLE","STREET","","STUBBS","STREET","",30,"E",0,"","MEL","ED35","2A","B","5","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
239362,"N","N","N",0,496836.366421336,5813079.07500256,"SWANSTON","STREET","",213248,"TURNER","ALLEY","","","","",34,"N",0,"","MEL","ED35","2F","F","3","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
239416,"N","N","N",0,490530.859724397,5821404.22931425,"KEILOR","ROAD","",5592,"DEAKIN","STREET","","","","",35,"SE",0,"","MEL","ED35","16","B","11","MOONEE VALLEY","METROPOLITAN NORTH WEST REGION",0
239421,"N","N","N",0,530380.930276878,5807410.18852876,"WANTIRNA-SASSAFRAS","ROAD","",5783,"CHUDLEIGH","CRESCENT","","HELEN","ROAD","",636,"W",0,"","MEL","ED35","66","D","10","YARRA RANGES","METROPOLITAN SOUTH EAST REGION",0
239425,"N","N","N",0,681098.88078933,5778052.76672813,"BOND","STREET","",112550,"RAYMOND","STREET","","","","",40,"E",0,"","VCD","ED7","693","P","7","WELLINGTON","EASTERN REGION",0
239464,"I","I","N",0,513296.579201405,5775484.99939244,"CRANBOURNE-FRANKSTON","ROAD","",5765,"LINDRUM","ROAD","","","","",0,"",0,"","MEL","ED35","102","K","4","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
239468,"N","N","N",0,496490.617312085,5810646.32063111,"CLARENDON","STREET","",5318,"JAMES","LANE","","","","",28,"S",0,"","MEL","ED35","2K","D","3","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
239499,"N","N","N",0,510676.833258233,5786969.61700843,"THAMES","PROMENADE","",215354,"BEARDSWORTH","AVENUE","","THAMES","PROMENADE","",42,"NE",0,"","MEL","ED35","93","D","12","KINGSTON","METROPOLITAN SOUTH EAST REGION",0
239503,"N","N","N",0,510836.7823396,5777705.95086916,"NEPEAN","HIGHWAY","",2660,"UNNAMED","","","OVERTON","ROAD","",70,"N",0,"","MEL","ED35","99","D","11","FRANKSTON","METROPOLITAN SOUTH EAST REGION",0
239541,"N","N","N",0,559179.770240191,5784657.09433646,"GARFIELD NORTH","ROAD","",143351,"OLD SALE","ROAD","","UNNAMED","","",47,"S",0,"","VCD","ED7","96","C","3","CARDINIA","METROPOLITAN SOUTH EAST REGION",0
239550,"N","N","N",0,497933.016641515,5814296.78667197,"BRUNSWICK","STREET","",115839,"KING WILLIAM","STREET","","MOOR","STREET","",38,"N",0,"","MEL","ED35","2C","A","9","YARRA","METROPOLITAN NORTH WEST REGION",0
239564,"N","N","N",0,499816.958948432,5816590.66759034,"WESTGARTH","STREET","",5216,"EVANS","CRESCENT","","","","",6,"E",0,"","MEL","ED35","30","F","11","DAREBIN","METROPOLITAN NORTH WEST REGION",0
239575,"N","N","N",0,495624.262184938,5809054.01100331,"BEACH","ROAD","",5840,"KERFERD","ROAD","","MILLS","STREET","",22,"SE",0,"","MEL","ED35","2J","K","11","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
239583,"N","N","N",0,497827.826925292,5806372.20471075,"BEACH","ROAD","",5840,"UNNAMED","","","MARINE","AVENUE","",46,"S",0,"","MEL","ED35","2P","A","12","PORT PHILLIP","METROPOLITAN NORTH WEST REGION",0
239584,"N","N","N",0,497085.44581162,5812396.89946187,"ST KILDA","ROAD","",209936,"FLINDERS","STREET","","ST KILDA","ROAD","",196,"S",0,"","MEL","ED35","2F","G","6","MELBOURNE","METROPOLITAN NORTH WEST REGION",0
