track_seg_point_id,ele,time,speed,longitude,latitude
8314,385.687476635,2019-07-12T16:52:50,0.31544798612594604,-5.03907953,7.694083929
8315,385.958336463,2019-07-12T16:52:51,0.4143339991569519,-5.039076444,7.694086297
8316,386.198134563,2019-07-12T16:52:52,0.5185459852218628,-5.039067341,7.694092021
8317,386.218530719,2019-07-12T16:52:53,0.03175700083374977,-5.039054282,7.694096233
8318,386.231766221,2019-07-12T16:52:54,0.004600999876856804,-5.039045571,7.694096082
8319,386.240224738,2019-07-12T16:52:55,0.030693000182509422,-5.039043445,7.69409081
8320,386.246239959,2019-07-12T16:52:56,0.004887999966740608,-5.039043752,7.694084586
8321,386.249522697,2019-07-12T16:52:57,0.004838000051677227,-5.03904472,7.694079438
8322,386.247594782,2019-07-12T16:52:58,0.02271999977529049,-5.039045717,7.694075957
8323,386.241485205,2019-07-12T16:52:59,0.0007270000060088933,-5.039045104,7.694073041
8324,386.231861624,2019-07-12T16:53:00,0.019047999754548073,-5.039042398,7.694070342
8325,386.220964065,2019-07-12T16:53:01,0.01498399954289198,-5.039042616,7.694068488
8326,386.210541434,2019-07-12T16:53:02,0.0014550000196322799,-5.039044847,7.694066905
8327,386.201823046,2019-07-12T16:53:03,0.011435000225901604,-5.039045513,7.694065318
8328,386.193074776,2019-07-12T16:53:04,0.04118699952960014,-5.039043879,7.694063788
8329,386.122666793,2019-07-12T16:53:05,0.38655099272727966,-5.039042807,7.694062891
8330,386.05918935,2019-07-12T16:53:06,0.4516339898109436,-5.039037978,7.694064332
8331,386.00600879,2019-07-12T16:53:07,0.383419007062912,-5.039033786,7.694070725
8332,385.951711272,2019-07-12T16:53:08,0.48550501465797424,-5.039034005,7.694078249
8333,385.905650976,2019-07-12T16:53:09,0.6043009757995605,-5.03903676,7.694081552
8334,385.858281933,2019-07-12T16:53:10,0.7096909880638123,-5.039040623,7.694086427
8335,385.808911367,2019-07-12T16:53:11,0.6614090204238892,-5.039041042,7.694093781
8336,385.765292615,2019-07-12T16:53:12,0.5512999892234802,-5.039040494,7.694099887
8337,385.722928296,2019-07-12T16:53:13,0.6723849773406982,-5.039039004,7.694108781
8338,385.681748828,2019-07-12T16:53:14,0.7446849942207336,-5.039037043,7.694117077
8339,385.645439728,2019-07-12T16:53:15,0.7635170221328735,-5.039034786,7.694122822
8340,385.615762705,2019-07-12T16:53:16,0.7911660075187683,-5.039031398,7.694131796
8341,385.596270575,2019-07-12T16:53:17,0.7868679761886597,-5.039027785,7.694142117
8342,385.562824973,2019-07-12T16:53:18,0.7568550109863281,-5.03902618,7.694151219
8343,385.514081541,2019-07-12T16:53:19,0.7406229972839355,-5.039028413,7.694158578
8344,385.447816891,2019-07-12T16:53:20,0.7684829831123352,-5.039028683,7.69416836
8345,385.377514072,2019-07-12T16:53:21,0.8015000224113464,-5.039025748,7.694179928
8346,385.299379078,2019-07-12T16:53:22,0.8376340270042419,-5.03902108,7.694192814
8347,385.218651887,2019-07-12T16:53:23,0.8605340123176575,-5.039015081,7.694205221
8348,385.13547843,2019-07-12T16:53:24,0.8659579753875732,-5.039007441,7.6942167
8349,385.054075073,2019-07-12T16:53:25,0.8830950260162354,-5.039000867,7.694225171
8350,384.985300858,2019-07-12T16:53:26,0.9063820242881775,-5.038997508,7.694230037
8351,384.905443119,2019-07-12T16:53:27,0.914559006690979,-5.038994117,7.69423795
8352,384.82552839,2019-07-12T16:53:28,0.9257240295410156,-5.038992258,7.694249297
8353,384.73374101,2019-07-12T16:53:29,0.9384589791297913,-5.038992993,7.69426246
8354,384.639458869,2019-07-12T16:53:30,0.9329559803009033,-5.038995135,7.694275775
8355,384.537607171,2019-07-12T16:53:31,0.9250810146331787,-5.038995368,7.69428866
8356,384.439058677,2019-07-12T16:53:32,0.9322260022163391,-5.038990746,7.694298489
8357,384.346627025,2019-07-12T16:53:33,0.9433299899101257,-5.038979752,7.694301919
8358,384.265369468,2019-07-12T16:53:34,0.9383170008659363,-5.038966911,7.694295453
8359,384.187665128,2019-07-12T16:53:35,0.5814110040664673,-5.038957497,7.694281514
8360,384.121604292,2019-07-12T16:53:36,0.3859800100326538,-5.038952643,7.694268641
8361,384.059438333,2019-07-12T16:53:37,0.29472801089286804,-5.038951705,7.694262619
