timestamp,open,high,low,close,volume,open with missing,high with missing,low with missing,close with missing,volume with missing
2019-09-03 18:50:00+00:00,224.72,224.79,224.4142,224.515,17715,224.72,224.79,224.4142,224.515,17715.0
2019-09-03 18:55:00+00:00,224.61,224.78,224.35,224.48,21647,224.61,224.78,224.35,224.48,21647.0
2019-09-03 19:00:00+00:00,224.47,225.01,224.38,224.98,23153,,,,,
2019-09-03 19:05:00+00:00,225.0,225.01,224.77,224.81,20189,225.0,225.01,224.77,224.81,20189.0
2019-09-03 19:10:00+00:00,224.84,224.94,224.77,224.8569,19477,,,,,
2019-09-03 19:15:00+00:00,224.845,224.92,224.65,224.74,17312,224.845,224.92,224.65,224.74,17312.0
2019-09-03 19:20:00+00:00,224.75,225.05,224.67,224.98,24955,224.75,225.05,224.67,224.98,24955.0
2019-09-03 19:25:00+00:00,225.02,225.18,224.97,225.0494,37215,,,,,
2019-09-03 19:30:00+00:00,225.11,225.26,225.05,225.05,59891,,,,,
2019-09-03 19:35:00+00:00,225.17,225.18,224.81,224.92,30643,,,,,
2019-09-03 19:40:00+00:00,224.85,224.93,224.66,224.77,39701,224.85,224.93,224.66,224.77,39701.0
2019-09-03 19:45:00+00:00,224.75,224.766,224.677,224.72,41584,,,,,
2019-09-03 19:50:00+00:00,224.72,225.39,224.71,225.03,68874,224.72,225.39,224.71,225.03,68874.0
2019-09-03 19:55:00+00:00,225.055,225.56,225.04,225.22,131760,,,,,
2019-09-03 20:00:00+00:00,225.17,225.23,224.94,225.11,159653,,,,,
