x,y,z,classification,return intensity,scan angle,return number,total returns
383483.8,5828916.9,5.4,5.0,10.0,-2.0,2.0,2.0
383483.9,5828917.2,5.4,5.0,43.0,-2.0,3.0,3.0
383484.0,5828917.5,5.3,5.0,22.0,-2.0,2.0,2.0
383484.0,5828917.9,5.2,5.0,59.0,-2.0,3.0,3.0
383477.7,5828921.8,52.9,5.0,19.0,-2.0,2.0,2.0
383477.8,5828922.0,52.6,5.0,78.0,-2.0,2.0,2.0
383477.9,5828922.3,52.3,5.0,62.0,-2.0,2.0,2.0
383477.9,5828922.6,52.4,5.0,22.0,-2.0,3.0,3.0
383484.3,5828919.4,4.8,5.0,78.0,-1.0,1.0,2.0
383484.4,5828919.4,4.2,5.0,65.0,-1.0,2.0,2.0
383484.4,5828919.8,4.8,5.0,21.0,-1.0,2.0,3.0
383484.6,5828919.7,3.6,5.0,46.0,-1.0,3.0,3.0
383481.9,5828921.4,23.6,5.0,13.0,-1.0,2.0,3.0
383484.8,5828919.9,2.5,5.0,16.0,-1.0,3.0,3.0
383481.9,5828921.7,23.8,5.0,14.0,-1.0,2.0,3.0
383484.8,5828920.3,2.5,5.0,46.0,-1.0,3.0,3.0
383482.1,5828922.0,22.9,5.0,17.0,-1.0,2.0,3.0
383484.8,5828920.6,2.5,5.0,25.0,-1.0,3.0,3.0
383482.1,5828922.3,23.1,5.0,10.0,-1.0,3.0,4.0
383485.0,5828920.9,1.9,4.0,14.0,-1.0,4.0,4.0
383482.0,5828923.3,24.7,5.0,12.0,-1.0,3.0,3.0
383485.5,5828922.4,0.2,3.0,73.0,-1.0,2.0,2.0
383485.8,5828924.3,0.0,2.0,23.0,-1.0,3.0,3.0
383485.9,5828924.6,0.0,2.0,19.0,-1.0,2.0,2.0
383486.0,5828924.9,0.0,2.0,22.0,-1.0,3.0,3.0
383486.0,5828925.3,0.4,4.0,110.0,-1.0,1.0,1.0
383486.0,5828925.6,0.5,4.0,54.0,0.0,2.0,2.0
383485.8,5828926.0,2.6,5.0,122.0,0.0,2.0,2.0
383485.9,5828926.3,2.6,5.0,139.0,0.0,1.0,1.0
383485.9,5828926.7,2.4,5.0,113.0,0.0,1.0,1.0
383486.0,5828927.0,2.2,5.0,45.0,0.0,2.0,2.0
383486.1,5828927.3,1.9,4.0,25.0,0.0,2.0,2.0
383481.5,5828910.4,10.3,5.0,72.0,-3.0,3.0,3.0
383481.6,5828910.7,10.0,5.0,91.0,-3.0,1.0,1.0
383481.6,5828911.1,10.9,5.0,13.0,-3.0,2.0,2.0
383481.6,5828911.8,11.6,5.0,26.0,-3.0,4.0,4.0
383481.8,5828913.1,12.1,5.0,77.0,-3.0,2.0,2.0
383481.8,5828913.4,11.9,5.0,82.0,-3.0,2.0,2.0
383479.8,5828915.1,27.4,5.0,18.0,-2.0,1.0,2.0
383482.0,5828913.6,11.2,5.0,123.0,-2.0,2.0,2.0
383479.6,5828915.6,29.3,5.0,18.0,-2.0,1.0,2.0
383482.8,5828913.5,5.8,5.0,25.0,-2.0,2.0,2.0
383479.5,5828916.0,30.6,5.0,44.0,-2.0,1.0,1.0
383482.3,5828915.2,10.9,5.0,92.0,-2.0,2.0,2.0
383482.2,5828915.6,11.6,5.0,20.0,-2.0,2.0,3.0
383482.3,5828915.5,10.8,5.0,48.0,-2.0,3.0,3.0
383482.4,5828915.8,10.9,5.0,24.0,-2.0,2.0,2.0
383482.4,5828916.2,10.8,5.0,21.0,-2.0,2.0,2.0
383483.9,5828915.9,0.2,3.0,56.0,-2.0,3.0,3.0
383483.5,5828917.3,5.3,5.0,41.0,-2.0,2.0,3.0
383484.2,5828916.9,0.0,2.0,11.0,-2.0,3.0,3.0
383483.5,5828917.6,5.2,5.0,53.0,-2.0,2.0,2.0
383483.6,5828917.9,5.0,5.0,31.0,-2.0,2.0,2.0
383477.7,5828921.6,49.9,5.0,57.0,-2.0,2.0,2.0
383483.7,5828918.9,5.5,5.0,23.0,-2.0,2.0,2.0
383483.9,5828919.5,4.9,5.0,11.0,-1.0,2.0,2.0
383484.1,5828919.8,3.8,5.0,154.0,-1.0,1.0,1.0
383484.2,5828920.0,3.1,5.0,118.0,-1.0,2.0,2.0
383484.4,5828920.3,2.5,5.0,43.0,-1.0,1.0,1.0
383482.2,5828923.7,21.1,5.0,14.0,-1.0,2.0,2.0
383483.4,5828923.5,12.6,5.0,12.0,-1.0,2.0,3.0
383485.1,5828922.8,0.3,3.0,69.0,-1.0,3.0,3.0
383485.1,5828923.1,0.5,4.0,22.0,-1.0,3.0,3.0
383485.2,5828923.4,0.3,3.0,71.0,-1.0,3.0,3.0
383485.2,5828923.7,0.2,3.0,46.0,-1.0,2.0,2.0
383485.3,5828924.0,0.2,3.0,58.0,-1.0,2.0,2.0
383485.4,5828926.4,2.7,5.0,32.0,0.0,2.0,3.0
383485.5,5828926.4,2.1,5.0,33.0,0.0,3.0,3.0
383485.5,5828926.7,2.8,5.0,83.0,0.0,1.0,1.0
383485.6,5828927.0,2.5,5.0,13.0,0.0,2.0,2.0
383481.9,5828909.9,5.5,5.0,92.0,-3.0,2.0,2.0
383481.4,5828910.7,9.9,5.0,12.0,-3.0,2.0,2.0
383481.5,5828912.4,11.6,5.0,21.0,-3.0,3.0,3.0
383481.6,5828913.1,11.9,5.0,10.0,-3.0,3.0,3.0
383481.6,5828913.4,11.9,5.0,28.0,-3.0,2.0,2.0
383479.6,5828915.1,27.2,5.0,10.0,-2.0,2.0,4.0
383481.7,5828913.7,11.8,5.0,11.0,-2.0,3.0,4.0
383481.8,5828913.6,10.8,5.0,15.0,-2.0,4.0,4.0
383479.7,5828915.4,27.1,5.0,44.0,-2.0,1.0,3.0
383481.9,5828913.9,10.5,5.0,15.0,-2.0,2.0,3.0
383482.6,5828913.4,5.2,5.0,41.0,-2.0,3.0,3.0
383479.5,5828915.9,29.1,5.0,34.0,-2.0,1.0,1.0
383479.5,5828916.2,29.0,5.0,22.0,-2.0,2.0,2.0
383482.1,5828914.9,10.5,5.0,11.0,-2.0,2.0,4.0
383482.9,5828914.3,4.7,5.0,30.0,-2.0,3.0,4.0
383483.2,5828914.1,2.0,4.0,22.0,-2.0,4.0,4.0
383482.1,5828915.2,10.6,5.0,141.0,-2.0,1.0,1.0
383482.0,5828915.6,11.6,5.0,89.0,-2.0,2.0,2.0
383482.3,5828916.5,11.0,5.0,13.0,-2.0,2.0,2.0
383482.4,5828916.8,10.5,5.0,67.0,-2.0,2.0,3.0
383483.7,5828915.9,0.3,4.0,32.0,-2.0,3.0,3.0
383483.8,5828916.3,0.2,3.0,20.0,-2.0,2.0,2.0
383483.9,5828916.6,0.2,3.0,41.0,-2.0,3.0,3.0
383483.5,5828917.9,4.3,5.0,16.0,-2.0,2.0,2.0
383477.7,5828921.8,48.6,5.0,14.0,-2.0,2.0,2.0
383477.9,5828922.0,47.5,5.0,18.0,-2.0,2.0,2.0
383483.6,5828919.2,5.0,5.0,67.0,-2.0,1.0,1.0
383483.7,5828919.5,5.0,5.0,60.0,-1.0,2.0,2.0
383483.8,5828919.8,4.8,5.0,83.0,-1.0,1.0,2.0
383483.9,5828919.7,3.8,5.0,62.0,-1.0,2.0,2.0
383484.0,5828920.0,3.4,5.0,143.0,-1.0,1.0,1.0
383484.2,5828920.3,2.6,5.0,35.0,-1.0,2.0,2.0
383481.5,5828922.3,23.1,5.0,49.0,-1.0,2.0,3.0
383484.2,5828921.0,2.3,5.0,16.0,-1.0,3.0,3.0
383484.6,5828921.1,0.0,2.0,78.0,-1.0,2.0,2.0
383484.6,5828921.5,0.4,4.0,12.0,-1.0,3.0,3.0
383484.9,5828922.7,0.0,2.0,11.0,-1.0,3.0,3.0
383484.9,5828923.1,0.2,3.0,11.0,-1.0,2.0,2.0
383485.0,5828923.4,0.3,4.0,116.0,-1.0,2.0,2.0
383485.0,5828923.8,0.6,4.0,69.0,-1.0,2.0,2.0
383485.1,5828924.0,0.2,3.0,103.0,-1.0,1.0,1.0
383485.2,5828924.4,0.1,3.0,21.0,-1.0,2.0,2.0
383485.3,5828926.4,2.1,5.0,91.0,0.0,1.0,1.0
383485.2,5828926.7,2.7,5.0,17.0,0.0,2.0,2.0
383485.5,5828927.0,1.4,4.0,26.0,0.0,2.0,2.0
383485.4,5828927.4,2.4,5.0,12.0,0.0,2.0,2.0
383481.8,5828908.6,4.3,5.0,15.0,-3.0,3.0,3.0
383481.9,5828909.6,5.0,5.0,12.0,-3.0,4.0,4.0
383481.4,5828912.5,11.7,5.0,19.0,-3.0,2.0,2.0
383481.5,5828913.5,11.9,5.0,33.0,-3.0,2.0,2.0
383481.8,5828913.7,10.7,5.0,28.0,-2.0,2.0,2.0
383479.6,5828915.5,27.0,5.0,22.0,-2.0,1.0,2.0
383482.6,5828913.5,5.1,5.0,103.0,-2.0,2.0,2.0
383479.5,5828915.9,28.6,5.0,38.0,-2.0,1.0,1.0
383479.5,5828916.2,28.4,5.0,54.0,-2.0,1.0,1.0
383482.0,5828914.9,10.4,5.0,22.0,-2.0,2.0,4.0
383482.8,5828914.4,4.6,5.0,14.0,-2.0,3.0,4.0
383483.1,5828914.2,2.0,4.0,34.0,-2.0,4.0,4.0
383481.9,5828915.4,11.5,5.0,38.0,-2.0,1.0,2.0
383482.0,5828915.3,10.5,5.0,118.0,-2.0,2.0,2.0
383481.9,5828915.7,11.6,5.0,62.0,-2.0,2.0,3.0
383482.1,5828915.6,10.6,5.0,33.0,-2.0,3.0,3.0
383482.2,5828916.2,10.8,5.0,21.0,-2.0,2.0,3.0
383483.6,5828915.4,0.4,4.0,11.0,-2.0,3.0,3.0
383482.2,5828916.6,10.9,5.0,17.0,-2.0,2.0,2.0
383482.3,5828916.9,10.4,5.0,49.0,-2.0,1.0,2.0
383483.7,5828916.0,0.3,4.0,68.0,-2.0,2.0,2.0
383483.7,5828916.4,0.2,3.0,69.0,-2.0,1.0,1.0
383483.1,5828917.1,5.1,5.0,20.0,-2.0,2.0,3.0
383483.8,5828916.7,0.2,3.0,22.0,-2.0,3.0,3.0
383483.4,5828917.9,4.2,5.0,28.0,-2.0,2.0,2.0
383477.8,5828921.5,46.8,5.0,18.0,-2.0,2.0,2.0
383477.6,5828921.8,47.9,5.0,69.0,-2.0,1.0,1.0
383477.8,5828922.0,46.8,5.0,20.0,-2.0,2.0,3.0
383483.4,5828919.0,5.6,5.0,10.0,-2.0,3.0,3.0
383483.6,5828919.3,5.0,5.0,13.0,-2.0,2.0,3.0
383483.7,5828919.2,4.0,5.0,27.0,-2.0,3.0,3.0
383483.6,5828919.6,5.0,5.0,93.0,-1.0,2.0,2.0
383483.7,5828919.9,4.8,5.0,112.0,-1.0,1.0,2.0
383483.8,5828919.8,3.7,5.0,39.0,-1.0,2.0,2.0
383481.4,5828921.4,21.6,5.0,19.0,-1.0,1.0,2.0
383483.9,5828920.1,3.3,5.0,57.0,-1.0,2.0,2.0
383484.1,5828920.4,2.7,5.0,23.0,-1.0,2.0,2.0
383481.3,5828922.1,23.5,5.0,46.0,-1.0,1.0,2.0
383484.2,5828920.7,2.4,5.0,11.0,-1.0,2.0,2.0
383481.4,5828922.4,23.2,5.0,14.0,-1.0,2.0,3.0
383484.2,5828921.0,2.2,5.0,72.0,-1.0,3.0,3.0
383484.5,5828921.2,0.1,3.0,34.0,-1.0,2.0,2.0
383484.6,5828921.6,0.3,4.0,16.0,-1.0,2.0,2.0
383482.0,5828923.5,19.8,5.0,15.0,-1.0,2.0,2.0
383484.9,5828923.5,0.3,3.0,84.0,-1.0,2.0,2.0
383484.9,5828923.8,0.6,4.0,56.0,-1.0,2.0,2.0
383485.0,5828924.1,0.2,3.0,95.0,-1.0,2.0,2.0
383485.1,5828924.5,0.1,3.0,43.0,-1.0,2.0,2.0
383485.2,5828924.8,0.0,2.0,20.0,-1.0,2.0,2.0
383485.2,5828926.2,2.1,5.0,12.0,0.0,3.0,3.0
383485.2,5828926.5,2.0,4.0,11.0,0.0,2.0,2.0
383485.2,5828926.8,2.7,5.0,11.0,0.0,3.0,3.0
383485.4,5828927.1,1.4,4.0,16.0,0.0,2.0,3.0
383485.6,5828927.0,0.0,2.0,14.0,0.0,3.0,3.0
383485.3,5828927.5,2.4,5.0,45.0,0.0,2.0,2.0
383481.4,5828908.9,4.9,5.0,26.0,-3.0,2.0,2.0
383481.5,5828909.2,5.1,5.0,48.0,-3.0,3.0,3.0
383481.6,5828909.5,4.9,5.0,13.0,-3.0,3.0,3.0
383481.6,5828909.9,5.3,5.0,15.0,-3.0,2.0,2.0
383481.7,5828910.5,5.4,5.0,19.0,-3.0,2.0,3.0
383481.8,5828910.4,4.3,5.0,28.0,-3.0,3.0,3.0
383481.2,5828913.0,11.0,5.0,17.0,-3.0,2.0,2.0
383481.4,5828913.5,10.6,5.0,16.0,-3.0,3.0,3.0
383482.6,5828913.1,2.0,4.0,115.0,-2.0,1.0,1.0
383482.7,5828913.4,2.0,5.0,143.0,-2.0,1.0,1.0
383479.4,5828916.0,26.9,5.0,45.0,-2.0,1.0,1.0
383479.5,5828916.2,26.6,5.0,61.0,-2.0,1.0,1.0
383481.6,5828915.2,11.4,5.0,59.0,-2.0,1.0,3.0
383481.7,5828915.1,10.4,5.0,76.0,-2.0,2.0,3.0
383483.0,5828914.3,0.7,4.0,14.0,-2.0,3.0,3.0
383481.7,5828915.5,11.2,5.0,88.0,-2.0,1.0,1.0
383481.8,5828915.8,10.9,5.0,98.0,-2.0,1.0,1.0
383481.8,5828916.1,10.8,5.0,152.0,-2.0,1.0,1.0
383481.9,5828916.4,10.8,5.0,78.0,-2.0,1.0,2.0
383483.3,5828915.5,0.1,3.0,25.0,-2.0,2.0,2.0
383481.9,5828916.8,10.8,5.0,33.0,-2.0,2.0,3.0
383483.4,5828915.9,0.0,2.0,55.0,-2.0,3.0,3.0
383483.4,5828916.2,0.2,3.0,132.0,-2.0,1.0,1.0
383483.5,5828916.5,0.1,3.0,22.0,-2.0,2.0,2.0
383483.2,5828918.1,3.9,5.0,100.0,-2.0,1.0,2.0
383483.7,5828917.9,0.5,4.0,12.0,-2.0,2.0,2.0
383477.6,5828921.6,45.6,5.0,118.0,-2.0,1.0,1.0
383477.6,5828921.9,45.8,5.0,60.0,-2.0,1.0,1.0
383483.1,5828919.2,5.6,5.0,96.0,-2.0,1.0,2.0
383483.3,5828919.1,4.1,5.0,32.0,-2.0,2.0,2.0
383483.4,5828919.4,3.8,5.0,66.0,-1.0,1.0,3.0
383483.6,5828919.3,2.8,5.0,40.0,-1.0,2.0,3.0
383483.8,5828919.2,1.5,4.0,23.0,-1.0,3.0,3.0
383483.3,5828919.8,4.9,5.0,23.0,-1.0,1.0,2.0
383483.5,5828919.7,3.4,5.0,122.0,-1.0,2.0,2.0
383480.9,5828921.4,22.8,5.0,22.0,-1.0,1.0,3.0
383483.4,5828920.1,4.7,5.0,36.0,-1.0,2.0,3.0
383483.7,5828920.0,2.9,5.0,35.0,-1.0,3.0,3.0
383483.8,5828920.3,2.5,5.0,84.0,-1.0,1.0,2.0
383484.0,5828920.2,1.0,4.0,21.0,-1.0,2.0,2.0
383481.0,5828922.0,23.5,5.0,17.0,-1.0,1.0,2.0
383483.8,5828920.6,2.4,5.0,77.0,-1.0,2.0,2.0
383483.9,5828920.9,2.3,5.0,31.0,-1.0,2.0,2.0
383484.2,5828921.1,0.0,2.0,23.0,-1.0,2.0,2.0
383484.2,5828921.4,0.4,4.0,97.0,-1.0,1.0,1.0
383484.3,5828921.8,0.2,3.0,129.0,-1.0,1.0,1.0
383484.4,5828922.1,0.0,2.0,10.0,-1.0,3.0,3.0
383482.1,5828923.8,17.2,5.0,16.0,-1.0,2.0,2.0
383484.6,5828923.4,0.1,3.0,47.0,-1.0,3.0,3.0
383484.7,5828923.7,0.0,2.0,95.0,-1.0,2.0,2.0
383484.7,5828924.0,0.0,2.0,14.0,-1.0,2.0,2.0
383484.8,5828924.3,0.0,2.0,88.0,-1.0,2.0,2.0
383484.8,5828924.6,0.0,2.0,71.0,-1.0,2.0,2.0
383484.8,5828925.0,0.6,4.0,58.0,-1.0,3.0,3.0
383484.9,5828925.3,0.1,3.0,69.0,-1.0,2.0,2.0
383485.0,5828925.6,0.3,3.0,112.0,0.0,1.0,1.0
383485.1,5828925.9,0.1,3.0,27.0,0.0,2.0,2.0
383485.1,5828926.3,0.7,4.0,29.0,0.0,2.0,2.0
383485.2,5828926.9,0.6,4.0,15.0,0.0,3.0,3.0
383481.1,5828909.1,4.7,5.0,144.0,-3.0,1.0,1.0
383481.2,5828909.4,4.3,5.0,21.0,-3.0,2.0,3.0
383481.5,5828909.2,2.1,5.0,32.0,-3.0,3.0,3.0
383481.3,5828909.6,3.6,5.0,24.0,-3.0,2.0,3.0
383481.8,5828909.3,0.0,2.0,15.0,-3.0,3.0,3.0
383481.2,5828910.1,5.0,5.0,70.0,-3.0,3.0,3.0
383481.3,5828910.4,4.7,5.0,39.0,-3.0,2.0,2.0
383482.0,5828912.1,2.0,5.0,39.0,-3.0,2.0,2.0
383482.1,5828912.4,2.0,4.0,64.0,-3.0,4.0,4.0
383482.2,5828913.0,1.8,4.0,45.0,-2.0,3.0,3.0
383482.3,5828913.3,1.8,4.0,137.0,-2.0,1.0,1.0
383482.3,5828913.7,1.9,4.0,91.0,-2.0,1.0,2.0
383482.5,5828913.5,0.6,4.0,52.0,-2.0,2.0,2.0
383479.3,5828916.0,24.7,5.0,50.0,-2.0,1.0,1.0
383479.4,5828916.3,24.4,5.0,52.0,-2.0,1.0,1.0
383481.3,5828915.4,10.3,5.0,43.0,-2.0,1.0,2.0
383482.8,5828914.5,0.0,2.0,40.0,-2.0,2.0,2.0
383480.1,5828916.5,20.0,5.0,30.0,-2.0,1.0,2.0
383481.3,5828915.7,10.7,5.0,74.0,-2.0,2.0,2.0
383480.2,5828916.8,19.8,5.0,13.0,-2.0,1.0,2.0
383481.4,5828916.0,10.5,5.0,147.0,-2.0,2.0,2.0
383481.5,5828916.3,10.2,5.0,120.0,-2.0,1.0,2.0
383482.8,5828915.5,0.3,3.0,24.0,-2.0,2.0,2.0
383481.5,5828916.7,10.6,5.0,18.0,-2.0,1.0,3.0
383481.7,5828916.6,9.7,5.0,39.0,-2.0,2.0,3.0
383482.9,5828915.8,0.2,3.0,62.0,-2.0,3.0,3.0
383483.0,5828916.2,0.2,3.0,137.0,-2.0,1.0,1.0
383483.0,5828916.5,0.3,3.0,116.0,-2.0,1.0,1.0
383483.1,5828916.8,0.2,3.0,137.0,-2.0,1.0,1.0
383483.2,5828917.1,0.0,2.0,121.0,-2.0,1.0,1.0
383483.2,5828917.4,0.0,2.0,102.0,-2.0,1.0,1.0
383482.8,5828918.0,3.3,5.0,158.0,-2.0,1.0,1.0
383482.8,5828918.4,3.6,5.0,121.0,-2.0,1.0,1.0
383477.5,5828921.6,43.5,5.0,49.0,-2.0,1.0,1.0
383477.5,5828921.9,43.6,5.0,75.0,-2.0,1.0,1.0
383478.0,5828922.0,40.4,5.0,21.0,-1.0,1.0,2.0
383483.0,5828919.3,3.7,5.0,107.0,-1.0,2.0,2.0
383483.1,5828919.6,3.5,5.0,94.0,-1.0,1.0,2.0
383483.4,5828919.4,0.8,4.0,32.0,-1.0,2.0,2.0
383483.3,5828919.9,2.7,5.0,105.0,-1.0,1.0,1.0
383483.3,5828920.2,2.6,5.0,48.0,-1.0,1.0,2.0
383483.6,5828920.1,0.8,4.0,81.0,-1.0,2.0,2.0
383483.6,5828920.4,0.7,4.0,67.0,-1.0,1.0,2.0
383483.7,5828920.3,0.0,2.0,62.0,-1.0,2.0,2.0
383483.5,5828920.8,2.2,5.0,45.0,-1.0,1.0,2.0
383483.8,5828920.7,0.0,2.0,104.0,-1.0,2.0,2.0
383483.8,5828921.0,0.0,2.0,136.0,-1.0,1.0,1.0
383483.9,5828921.3,0.0,2.0,45.0,-1.0,2.0,2.0
383483.8,5828921.7,0.6,4.0,33.0,-1.0,2.0,2.0
383483.9,5828922.0,0.1,3.0,23.0,-1.0,2.0,2.0
383481.9,5828923.6,15.3,5.0,16.0,-1.0,2.0,2.0
383484.1,5828923.3,0.1,3.0,19.0,-1.0,2.0,2.0
383484.4,5828924.6,0.1,3.0,10.0,-1.0,3.0,3.0
383484.5,5828924.9,0.0,2.0,38.0,-1.0,3.0,3.0
383484.5,5828925.2,0.0,2.0,68.0,-1.0,1.0,1.0
383484.5,5828925.5,0.6,4.0,37.0,0.0,1.0,2.0
383484.6,5828925.5,0.0,2.0,47.0,0.0,2.0,2.0
383484.6,5828925.9,0.3,4.0,16.0,0.0,2.0,2.0
383484.2,5828926.7,3.4,5.0,10.0,0.0,3.0,3.0
383484.3,5828927.0,3.3,5.0,94.0,0.0,1.0,2.0
383484.8,5828926.8,0.0,2.0,31.0,0.0,2.0,2.0
383484.8,5828927.2,0.3,3.0,43.0,0.0,2.0,2.0
383480.7,5828909.1,4.7,5.0,56.0,-3.0,2.0,3.0
383480.8,5828909.0,3.4,5.0,21.0,-3.0,3.0,3.0
383480.8,5828909.4,4.5,5.0,67.0,-3.0,2.0,3.0
383481.0,5828909.2,2.4,5.0,15.0,-3.0,3.0,3.0
383481.0,5828909.6,3.4,5.0,25.0,-3.0,2.0,3.0
383481.2,5828909.5,1.9,4.0,21.0,-3.0,3.0,3.0
383480.9,5828910.4,4.6,5.0,21.0,-3.0,2.0,2.0
383481.6,5828912.1,1.9,4.0,12.0,-3.0,2.0,2.0
383481.7,5828912.4,1.9,4.0,20.0,-3.0,3.0,3.0
383481.9,5828913.3,1.6,4.0,129.0,-2.0,1.0,1.0
383481.9,5828913.7,1.6,4.0,147.0,-2.0,1.0,1.0
383482.1,5828913.9,0.7,4.0,95.0,-2.0,1.0,1.0
383479.2,5828916.2,22.9,5.0,39.0,-2.0,1.0,1.0
383479.3,5828916.4,22.2,5.0,57.0,-2.0,1.0,1.0
383479.7,5828916.5,19.8,5.0,11.0,-2.0,1.0,3.0
383481.0,5828915.7,10.0,5.0,65.0,-2.0,2.0,3.0
383482.3,5828914.9,0.8,4.0,33.0,-2.0,3.0,3.0
383479.8,5828916.8,19.8,5.0,30.0,-2.0,1.0,2.0
383482.3,5828915.2,0.7,4.0,91.0,-2.0,2.0,2.0
383479.9,5828917.1,19.4,5.0,17.0,-2.0,1.0,3.0
383481.2,5828916.3,9.9,5.0,54.0,-2.0,2.0,3.0
383482.4,5828915.5,0.4,4.0,28.0,-2.0,3.0,3.0
383482.5,5828915.8,0.0,2.0,73.0,-2.0,1.0,1.0
383482.6,5828916.1,0.2,3.0,115.0,-2.0,1.0,1.0
383482.6,5828916.5,0.5,4.0,118.0,-2.0,1.0,1.0
383482.6,5828916.8,0.7,4.0,126.0,-2.0,1.0,1.0
383482.7,5828917.1,0.2,3.0,100.0,-2.0,1.0,1.0
383482.8,5828917.5,0.5,4.0,78.0,-2.0,1.0,1.0
383482.8,5828917.8,0.9,4.0,15.0,-2.0,1.0,2.0
383482.9,5828917.8,0.0,2.0,108.0,-2.0,2.0,2.0
383482.5,5828918.3,3.0,5.0,66.0,-2.0,1.0,1.0
383477.7,5828921.3,39.3,5.0,191.0,-2.0,1.0,1.0
383477.4,5828921.8,41.4,5.0,75.0,-2.0,1.0,1.0
383477.6,5828922.0,40.7,5.0,77.0,-2.0,1.0,1.0
383483.1,5828919.4,0.4,4.0,141.0,-1.0,1.0,1.0
383483.2,5828919.7,0.2,3.0,97.0,-1.0,1.0,1.0
383482.7,5828920.3,4.1,5.0,40.0,-1.0,1.0,2.0
383482.9,5828920.2,2.4,5.0,123.0,-1.0,2.0,2.0
383482.7,5828920.7,4.0,5.0,120.0,-1.0,1.0,2.0
383483.3,5828920.3,0.0,2.0,32.0,-1.0,2.0,2.0
383483.3,5828920.7,0.1,3.0,126.0,-1.0,1.0,1.0
383483.4,5828921.0,0.1,3.0,107.0,-1.0,1.0,1.0
383483.4,5828921.3,0.0,2.0,80.0,-1.0,2.0,2.0
383483.4,5828921.7,0.3,3.0,22.0,-1.0,2.0,2.0
383483.5,5828922.0,0.0,2.0,94.0,-1.0,2.0,2.0
383481.8,5828923.5,13.0,5.0,24.0,-1.0,2.0,2.0
383481.9,5828923.8,13.0,5.0,41.0,-1.0,1.0,1.0
383482.3,5828923.9,10.2,5.0,39.0,-1.0,3.0,3.0
383483.9,5828924.3,0.2,3.0,20.0,-1.0,2.0,2.0
383484.0,5828924.6,0.0,1.0,56.0,-1.0,2.0,2.0
383484.0,5828924.9,0.2,3.0,41.0,-1.0,2.0,2.0
383484.1,5828925.2,0.0,2.0,70.0,-1.0,2.0,2.0
383484.2,5828925.5,0.0,2.0,74.0,0.0,2.0,2.0
383484.2,5828925.9,0.2,3.0,30.0,0.0,2.0,2.0
383484.3,5828926.5,0.0,2.0,74.0,0.0,3.0,3.0
383483.9,5828927.0,3.4,5.0,82.0,0.0,2.0,2.0
383484.0,5828927.3,3.2,5.0,25.0,0.0,2.0,2.0
383480.2,5828909.6,5.0,5.0,15.0,-3.0,3.0,3.0
383480.7,5828911.4,4.3,5.0,16.0,-3.0,2.0,2.0
383480.9,5828912.4,3.8,5.0,70.0,-3.0,2.0,2.0
383481.2,5828912.5,1.7,4.0,99.0,-3.0,1.0,2.0
383481.4,5828912.4,0.6,4.0,38.0,-3.0,2.0,2.0
383481.5,5828912.7,0.6,4.0,58.0,-3.0,2.0,2.0
383481.4,5828913.1,1.6,4.0,114.0,-2.0,1.0,1.0
383481.5,5828913.4,1.5,4.0,72.0,-2.0,1.0,2.0
383481.6,5828913.3,0.2,3.0,62.0,-2.0,2.0,2.0
383481.7,5828913.6,0.0,2.0,132.0,-2.0,1.0,1.0
383481.7,5828914.0,0.4,4.0,135.0,-2.0,1.0,1.0
383479.1,5828916.0,20.0,5.0,51.0,-2.0,1.0,1.0
383479.1,5828916.4,20.4,5.0,67.0,-2.0,1.0,1.0
383479.4,5828916.5,18.9,5.0,46.0,-2.0,1.0,1.0
383479.4,5828916.9,19.1,5.0,43.0,-2.0,1.0,2.0
383481.9,5828915.3,0.5,4.0,77.0,-2.0,2.0,2.0
383482.0,5828915.6,0.5,4.0,147.0,-2.0,1.0,1.0
383482.0,5828915.9,0.4,4.0,146.0,-2.0,1.0,1.0
383482.1,5828916.3,0.2,3.0,128.0,-2.0,1.0,1.0
383482.1,5828916.6,0.6,4.0,146.0,-2.0,1.0,1.0
383482.2,5828916.9,0.5,4.0,171.0,-2.0,1.0,1.0
383482.3,5828917.2,0.2,3.0,132.0,-2.0,1.0,1.0
383482.3,5828917.6,0.5,4.0,136.0,-2.0,1.0,1.0
383482.1,5828918.0,2.1,5.0,10.0,-2.0,1.0,2.0
383482.4,5828917.9,0.4,4.0,94.0,-2.0,2.0,2.0
383482.4,5828918.2,0.3,3.0,150.0,-2.0,1.0,1.0
383477.5,5828921.3,37.5,5.0,28.0,-2.0,1.0,2.0
383482.5,5828918.5,0.2,3.0,57.0,-2.0,2.0,2.0
383477.4,5828921.7,38.7,5.0,54.0,-2.0,1.0,1.0
383477.4,5828922.0,38.6,5.0,56.0,-1.0,1.0,1.0
383482.6,5828919.5,0.8,4.0,95.0,-1.0,1.0,1.0
383482.2,5828920.1,3.6,5.0,28.0,-1.0,1.0,2.0
383482.7,5828919.9,0.6,4.0,87.0,-1.0,2.0,2.0
383482.3,5828920.4,3.8,5.0,108.0,-1.0,1.0,1.0
383482.2,5828920.8,4.4,5.0,155.0,-1.0,1.0,1.0
383482.3,5828921.1,4.0,5.0,112.0,-1.0,1.0,1.0
383482.9,5828921.1,0.0,2.0,161.0,-1.0,1.0,1.0
383483.0,5828921.5,0.0,2.0,154.0,-1.0,1.0,1.0
383483.0,5828921.8,0.0,2.0,169.0,-1.0,1.0,1.0
383483.1,5828922.1,0.2,3.0,117.0,-1.0,1.0,1.0
